record_id,collection_month,year,month,month_name,city,state,e_waste_type,collection_channel,sector,e_waste_collected_kg,formal_collected_kg,informal_collected_kg,material_recovered_kg,disposed_kg,hazardous_kg,estimated_jobs_supported,estimated_revenue_inr,recovery_rate_pct,compliance_score_pct,worker_safety_score_pct,primary_material,recycling_method,quarter,formal_share_pct,informal_share_pct,recovery_value_inr_per_kg
EW101199,2025-05-01,2025,5,May,Nagpur,Maharashtra,Air Conditioner,Informal Collector,Informal,4292,131.06,4160.94,2199.44,2092.56,454.02,17,341669.88,51.25,13.02,60.0,Glass,Refurbishment,Q2,3.05,96.95,155.34
EW100224,2025-05-01,2025,5,May,Nashik,Maharashtra,Refrigerator,Retailer,Formal,740,632.21,107.79,649.19,90.81,41.01,1,106884.79,87.73,97.71,96.42,Copper,Landfill/Disposal,Q2,85.43,14.57,164.64
EW101042,2025-05-01,2025,5,May,Nashik,Maharashtra,Monitor,Informal Collector,Informal,3415,274.85,3140.15,1954.72,1460.28,157.56,14,334975.29,57.24,18.43,43.84,Mixed/Other,Dismantling,Q2,8.05,91.95,171.37
EW100219,2025-05-01,2025,5,May,Pune,Maharashtra,Printer,Retailer,Formal,2975,2897.95,77.05,2608.78,366.22,132.54,4,363032.58,87.69,80.94,90.37,Precious Metals,Refurbishment,Q2,97.41,2.59,139.16
EW100332,2025-05-01,2025,5,May,Jaipur,Rajasthan,Mobile Phone,Municipal Collection,Formal,1026,738.77,287.23,861.47,164.53,87.7,1,79735.02,83.96,85.93,84.96,Precious Metals,Landfill/Disposal,Q2,72.0,28.0,92.56
EW101088,2025-05-01,2025,5,May,Hyderabad,Telangana,Printer,Authorized Collection Center,Formal,4472,3971.65,500.35,3448.75,1023.25,244.19,7,587520.93,77.12,75.84,93.46,Ferrous Metals,Dismantling,Q2,88.81,11.19,170.36
EW100062,2025-05-01,2025,5,May,Lucknow,Uttar Pradesh,Small Appliance,Municipal Collection,Formal,1872,1402.96,469.04,1752.3,119.7,197.5,1,295301.55,93.61,95.88,87.45,Mixed/Other,Manual Sorting,Q2,74.94,25.06,168.52
EW100636,2025-05-01,2025,5,May,Kolkata,West Bengal,Tablet,Retailer,Formal,2434,1775.39,658.61,2003.9,430.1,228.26,2,158885.06,82.33,93.75,83.78,Plastic,Material Recovery,Q2,72.94,27.06,79.29
EW101034,2025-05-01,2025,5,May,Kolkata,West Bengal,Small Appliance,Scrap Dealer,Informal,1099,205.39,893.61,700.89,398.11,46.58,3,110934.73,63.77,42.29,47.06,Glass,Manual Sorting,Q2,18.69,81.31,158.28
EW101060,2025-05-01,2025,5,May,Kolkata,West Bengal,Small Appliance,Authorized Collection Center,Formal,1079,808.55,270.45,988.71,90.29,51.69,2,161491.21,91.63,88.91,80.92,Plastic,Refurbishment,Q2,74.94,25.06,163.34
EW100296,2025-06-01,2025,6,Jun,Ahmedabad,Gujarat,Television,Authorized Collection Center,Formal,1705,1577.58,127.42,1491.06,213.94,137.27,2,143759.7,87.45,94.05,75.76,Non-ferrous Metals,Manual Sorting,Q2,92.53,7.47,96.41
EW100478,2025-06-01,2025,6,Jun,Surat,Gujarat,Refrigerator,Informal Collector,Informal,2804,607.46,2196.54,1306.28,1497.72,103.67,4,65102.83,46.59,21.42,61.99,Precious Metals,Material Recovery,Q2,21.66,78.34,49.84
EW100861,2025-06-01,2025,6,Jun,Surat,Gujarat,Small Appliance,Scrap Dealer,Informal,4280,495.53,3784.47,2290.7,1989.3,143.92,12,215135.71,53.52,11.67,21.04,Copper,Refurbishment,Q2,11.58,88.42,93.92
EW100913,2025-06-01,2025,6,Jun,Surat,Gujarat,Television,Municipal Collection,Formal,3481,2819.09,661.91,2501.38,979.62,303.7,8,449063.32,71.86,84.01,89.38,Glass,Material Recovery,Q2,80.99,19.01,179.53
EW100756,2025-06-01,2025,6,Jun,Mysuru,Karnataka,Television,Producer Take-back,Formal,416,307.6,108.4,381.79,34.21,13.25,1,38958.03,91.78,84.9,81.15,Ferrous Metals,Dismantling,Q2,73.94,26.06,102.04
EW100937,2025-06-01,2025,6,Jun,Mysuru,Karnataka,Printer,Scrap Dealer,Informal,456,24.22,431.78,278.96,177.04,35.26,1,14426.95,61.18,42.11,56.95,Non-ferrous Metals,Dismantling,Q2,5.31,94.69,51.72
EW101139,2025-06-01,2025,6,Jun,Mysuru,Karnataka,Printer,Retailer,Formal,3134,2461.83,672.17,2441.69,692.31,313.36,5,400281.68,77.91,83.31,83.86,Glass,Material Recovery,Q2,78.55,21.45,163.94
EW100043,2025-06-01,2025,6,Jun,Kochi,Kerala,Mobile Phone,Authorized Collection Center,Formal,3358,3102.84,255.16,2841.65,516.35,344.04,7,353795.08,84.62,98.53,89.59,Non-ferrous Metals,Landfill/Disposal,Q2,92.4,7.6,124.5
EW100735,2025-06-01,2025,6,Jun,Kochi,Kerala,Television,Authorized Collection Center,Formal,1333,989.86,343.14,1149.64,183.36,46.31,1,91134.55,86.24,96.52,90.39,Non-ferrous Metals,Landfill/Disposal,Q2,74.26,25.74,79.27
EW100927,2025-06-01,2025,6,Jun,Bhopal,Madhya Pradesh,Desktop/PC,Producer Take-back,Formal,4151,3024.61,1126.39,3082.85,1068.15,182.27,9,230814.86,74.27,78.32,77.87,Ferrous Metals,Repair & Reuse,Q2,72.86,27.14,74.87
EW100198,2025-06-01,2025,6,Jun,Indore,Madhya Pradesh,Small Appliance,Authorized Collection Center,Formal,2921,2732.31,188.69,2210.03,710.97,91.39,6,344656.57,75.66,92.77,78.43,Mixed/Other,Manual Sorting,Q2,93.54,6.46,155.95
EW100100,2025-06-01,2025,6,Jun,Mumbai,Maharashtra,Monitor,Producer Take-back,Formal,3254,2455.16,798.84,2692.88,561.12,299.54,7,172403.13,82.76,79.02,77.51,Plastic,Manual Sorting,Q2,75.45,24.55,64.02
EW100544,2025-06-01,2025,6,Jun,Mumbai,Maharashtra,Tablet,Retailer,Formal,4163,3079.22,1083.78,3455.44,707.56,365.66,9,267501.97,83.0,79.02,84.1,Glass,Landfill/Disposal,Q2,73.97,26.03,77.41
EW100281,2025-06-01,2025,6,Jun,Nagpur,Maharashtra,Laptop,Authorized Collection Center,Formal,2865,2735.59,129.41,2398.01,466.99,234.63,5,212990.12,83.7,93.86,81.07,Non-ferrous Metals,Material Recovery,Q2,95.48,4.52,88.82
EW101094,2025-06-01,2025,6,Jun,Nagpur,Maharashtra,Refrigerator,Retailer,Formal,2580,2404.17,175.83,2350.19,229.81,134.25,4,344098.15,91.09,81.93,84.82,Non-ferrous Metals,Dismantling,Q2,93.18,6.82,146.41
EW101172,2025-06-01,2025,6,Jun,Nashik,Maharashtra,Television,Producer Take-back,Formal,3416,2820.15,595.85,2924.5,491.5,326.22,6,485446.25,85.61,80.55,77.07,Precious Metals,Refurbishment,Q2,82.56,17.44,165.99
EW100850,2025-06-01,2025,6,Jun,Pune,Maharashtra,Tablet,Producer Take-back,Formal,2875,2184.28,690.72,2004.46,870.54,142.12,2,160955.93,69.72,87.35,89.13,Precious Metals,Repair & Reuse,Q2,75.97,24.03,80.3
EW101012,2025-06-01,2025,6,Jun,Pune,Maharashtra,Mobile Phone,Authorized Collection Center,Formal,1354,1299.07,54.93,1041.81,312.19,151.28,3,37389.08,76.94,86.14,75.59,Non-ferrous Metals,Landfill/Disposal,Q2,95.94,4.06,35.89
EW100081,2025-06-01,2025,6,Jun,Jaipur,Rajasthan,Television,Municipal Collection,Formal,3890,2871.63,1018.37,2654.79,1235.21,135.14,3,107390.47,68.25,86.51,88.94,Glass,Refurbishment,Q2,73.82,26.18,40.45
EW100432,2025-06-01,2025,6,Jun,Jaipur,Rajasthan,Mobile Phone,Producer Take-back,Formal,1662,1309.01,352.99,1296.55,365.45,190.91,3,202354.31,78.01,92.05,77.7,Ferrous Metals,Manual Sorting,Q2,78.76,21.24,156.07
EW100534,2025-06-01,2025,6,Jun,Chennai,Tamil Nadu,Desktop/PC,Scrap Dealer,Informal,3219,489.13,2729.87,1321.4,1897.6,344.29,9,120227.02,41.05,32.59,47.11,Aluminium,Manual Sorting,Q2,15.2,84.8,90.98
EW100814,2025-06-01,2025,6,Jun,Chennai,Tamil Nadu,Laptop,Producer Take-back,Formal,2998,2239.3,758.7,2691.63,306.37,131.16,2,344683.62,89.78,86.33,96.79,Aluminium,Material Recovery,Q2,74.69,25.31,128.06
EW101122,2025-06-01,2025,6,Jun,Chennai,Tamil Nadu,Printer,Scrap Dealer,Informal,2083,493.13,1589.87,593.6,1489.4,180.74,6,66109.09,28.5,42.07,21.42,Mixed/Other,Repair & Reuse,Q2,23.67,76.33,111.37
EW100097,2025-06-01,2025,6,Jun,Lucknow,Uttar Pradesh,Refrigerator,Informal Collector,Informal,1955,257.82,1697.18,645.56,1309.44,145.15,3,77070.77,33.02,15.76,55.89,Plastic,Manual Sorting,Q2,13.19,86.81,119.39
EW101051,2025-06-01,2025,6,Jun,Lucknow,Uttar Pradesh,Laptop,Informal Collector,Informal,4246,575.27,3670.73,2185.1,2060.9,390.52,19,87194.47,51.46,21.17,55.31,Mixed/Other,Manual Sorting,Q2,13.55,86.45,39.9
EW100276,2025-06-01,2025,6,Jun,Kolkata,West Bengal,Laptop,Producer Take-back,Formal,716,571.83,144.17,668.46,47.54,32.44,1,98688.42,93.36,76.84,98.68,Mixed/Other,Landfill/Disposal,Q2,79.86,20.14,147.64
EW100802,2025-06-01,2025,6,Jun,Kolkata,West Bengal,Monitor,Scrap Dealer,Informal,4842,148.73,4693.27,2342.11,2499.89,166.42,17,353798.24,48.37,28.4,64.87,Precious Metals,Refurbishment,Q2,3.07,96.93,151.06
EW100985,2025-06-01,2025,6,Jun,Kolkata,West Bengal,Printer,Scrap Dealer,Informal,2532,542.02,1989.98,1042.2,1489.8,230.54,10,186376.23,41.16,18.82,38.5,Mixed/Other,Dismantling,Q2,21.41,78.59,178.83
EW100033,2025-07-01,2025,7,Jul,Delhi,Delhi,Printer,Informal Collector,Informal,4926,281.66,4644.34,2731.98,2194.02,421.86,9,128937.15,55.46,33.04,23.27,Non-ferrous Metals,Material Recovery,Q3,5.72,94.28,47.2
EW100602,2025-07-01,2025,7,Jul,Delhi,Delhi,Mobile Phone,Informal Collector,Informal,3852,1064.06,2787.94,1816.69,2035.31,438.26,5,260685.71,47.16,41.12,26.29,Mixed/Other,Material Recovery,Q3,27.62,72.38,143.49
EW100188,2025-07-01,2025,7,Jul,Ahmedabad,Gujarat,Laptop,Informal Collector,Informal,1009,241.0,768.0,486.43,522.57,81.1,1,28829.17,48.21,43.88,30.28,Mixed/Other,Material Recovery,Q3,23.89,76.11,59.27
EW100743,2025-07-01,2025,7,Jul,Ahmedabad,Gujarat,Television,Authorized Collection Center,Formal,1824,1609.1,214.9,1329.96,494.04,131.78,3,148647.16,72.91,84.49,82.74,Glass,Material Recovery,Q3,88.22,11.78,111.77
EW101065,2025-07-01,2025,7,Jul,Ahmedabad,Gujarat,Laptop,Authorized Collection Center,Formal,1309,1014.15,294.85,1066.6,242.4,102.71,1,48508.57,81.48,92.87,93.19,Precious Metals,Refurbishment,Q3,77.48,22.52,45.48
EW100572,2025-07-01,2025,7,Jul,Surat,Gujarat,Refrigerator,Authorized Collection Center,Formal,4412,3241.16,1170.84,3092.74,1319.26,526.57,9,521709.08,70.1,79.68,98.05,Plastic,Repair & Reuse,Q3,73.46,26.54,168.69
EW100646,2025-07-01,2025,7,Jul,Surat,Gujarat,Laptop,Informal Collector,Informal,2587,297.31,2289.69,1279.52,1307.48,239.67,6,64813.76,49.46,7.79,46.5,Ferrous Metals,Repair & Reuse,Q3,11.49,88.51,50.65
EW100747,2025-07-01,2025,7,Jul,Surat,Gujarat,Television,Retailer,Formal,827,597.74,229.26,656.8,170.2,87.57,1,52642.07,79.42,95.92,78.74,Ferrous Metals,Repair & Reuse,Q3,72.28,27.72,80.15
EW101116,2025-07-01,2025,7,Jul,Surat,Gujarat,Monitor,Informal Collector,Informal,4143,918.72,3224.28,2227.72,1915.28,171.47,6,361562.64,53.77,8.19,26.68,Aluminium,Manual Sorting,Q3,22.18,77.82,162.3
EW100866,2025-07-01,2025,7,Jul,Bengaluru,Karnataka,Laptop,Retailer,Formal,4562,3313.24,1248.76,4167.02,394.98,350.13,7,665911.41,91.34,97.87,85.16,Glass,Manual Sorting,Q3,72.63,27.37,159.81
EW100874,2025-07-01,2025,7,Jul,Bengaluru,Karnataka,Monitor,Authorized Collection Center,Formal,1998,1912.07,85.93,1877.06,120.94,92.41,1,140559.79,93.95,95.04,82.05,Ferrous Metals,Refurbishment,Q3,95.7,4.3,74.88
EW101068,2025-07-01,2025,7,Jul,Bengaluru,Karnataka,Monitor,Producer Take-back,Formal,1396,1051.99,344.01,1292.64,103.36,131.32,2,138847.3,92.6,86.39,77.64,Precious Metals,Landfill/Disposal,Q3,75.36,24.64,107.41
EW100120,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Laptop,Scrap Dealer,Informal,524,45.43,478.57,332.83,191.17,38.52,2,38203.12,63.52,6.74,48.49,Plastic,Manual Sorting,Q3,8.67,91.33,114.78
EW100423,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Printer,Authorized Collection Center,Formal,3637,3551.48,85.52,2736.3,900.7,238.54,7,419050.19,75.23,85.02,82.43,Plastic,Landfill/Disposal,Q3,97.65,2.35,153.14
EW100557,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Printer,Scrap Dealer,Informal,2930,159.59,2770.41,1640.42,1289.58,157.73,13,228664.46,55.99,35.15,29.86,Copper,Manual Sorting,Q3,5.45,94.55,139.39
EW100792,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Mobile Phone,Retailer,Formal,988,871.89,116.11,872.16,115.84,99.35,1,139024.92,88.28,84.39,96.33,Precious Metals,Manual Sorting,Q3,88.25,11.75,159.4
EW100903,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Printer,Producer Take-back,Formal,1355,1250.92,104.08,974.8,380.2,119.57,3,130210.8,71.94,94.46,77.62,Aluminium,Dismantling,Q3,92.32,7.68,133.58
EW101050,2025-07-01,2025,7,Jul,Mysuru,Karnataka,Desktop/PC,Informal Collector,Informal,3827,645.96,3181.04,1250.83,2576.17,388.1,6,221986.77,32.68,39.61,46.08,Ferrous Metals,Repair & Reuse,Q3,16.88,83.12,177.47
EW100364,2025-07-01,2025,7,Jul,Kochi,Kerala,Laptop,Authorized Collection Center,Formal,1153,921.98,231.02,881.8,271.2,41.95,1,141142.76,76.48,80.59,91.68,Aluminium,Manual Sorting,Q3,79.96,20.04,160.06
EW100197,2025-07-01,2025,7,Jul,Bhopal,Madhya Pradesh,Monitor,Municipal Collection,Formal,4858,4599.23,258.77,3969.37,888.63,422.3,9,610769.49,81.71,83.0,92.59,Aluminium,Refurbishment,Q3,94.67,5.33,153.87
EW100111,2025-07-01,2025,7,Jul,Indore,Madhya Pradesh,Television,Producer Take-back,Formal,4003,3013.03,989.97,2860.17,1142.83,171.8,9,404056.74,71.45,78.9,79.52,Precious Metals,Manual Sorting,Q3,75.27,24.73,141.27
EW100392,2025-07-01,2025,7,Jul,Mumbai,Maharashtra,Refrigerator,Informal Collector,Informal,945,112.2,832.8,469.55,475.45,110.83,3,79249.4,49.69,35.49,46.63,Mixed/Other,Manual Sorting,Q3,11.87,88.13,168.78
EW100299,2025-07-01,2025,7,Jul,Nagpur,Maharashtra,Mobile Phone,Informal Collector,Informal,486,76.89,409.11,127.85,358.15,35.38,1,7463.4,26.31,31.26,63.7,Ferrous Metals,Refurbishment,Q3,15.82,84.18,58.38
EW100156,2025-07-01,2025,7,Jul,Nashik,Maharashtra,Mobile Phone,Producer Take-back,Formal,4793,3802.62,990.38,3585.37,1207.63,250.33,11,255221.86,74.8,81.53,93.23,Non-ferrous Metals,Refurbishment,Q3,79.34,20.66,71.18
EW101187,2025-07-01,2025,7,Jul,Nashik,Maharashtra,Laptop,Scrap Dealer,Informal,635,167.71,467.29,410.9,224.1,73.87,1,17224.07,64.71,10.9,35.7,Copper,Material Recovery,Q3,26.41,73.59,41.92
EW100694,2025-07-01,2025,7,Jul,Jaipur,Rajasthan,Monitor,Municipal Collection,Formal,2224,1786.12,437.88,1980.94,243.06,204.77,4,269858.07,89.07,82.46,77.39,Glass,Landfill/Disposal,Q3,80.31,19.69,136.23
EW100805,2025-07-01,2025,7,Jul,Jaipur,Rajasthan,Laptop,Municipal Collection,Formal,2136,2044.8,91.2,1559.55,576.45,138.93,5,151168.37,73.01,88.31,76.93,Ferrous Metals,Manual Sorting,Q3,95.73,4.27,96.93
EW100581,2025-07-01,2025,7,Jul,Chennai,Tamil Nadu,Television,Informal Collector,Informal,3418,842.7,2575.3,2220.2,1197.8,289.5,9,150207.87,64.96,15.28,41.58,Aluminium,Refurbishment,Q3,24.65,75.35,67.66
EW100910,2025-07-01,2025,7,Jul,Chennai,Tamil Nadu,Laptop,Authorized Collection Center,Formal,693,602.43,90.57,621.34,71.66,63.71,1,52082.18,89.66,78.47,80.59,Ferrous Metals,Dismantling,Q3,86.93,13.07,83.82
EW100052,2025-07-01,2025,7,Jul,Hyderabad,Telangana,Printer,Municipal Collection,Formal,85,69.99,15.01,79.23,5.77,9.17,1,5735.59,93.21,79.1,91.05,Ferrous Metals,Dismantling,Q3,82.34,17.66,72.39
EW100274,2025-07-01,2025,7,Jul,Hyderabad,Telangana,Small Appliance,Scrap Dealer,Informal,3936,951.18,2984.82,2460.73,1475.27,148.23,11,111471.33,62.52,13.43,30.32,Glass,Dismantling,Q3,24.17,75.83,45.3
EW100413,2025-07-01,2025,7,Jul,Hyderabad,Telangana,Desktop/PC,Authorized Collection Center,Formal,3635,3148.29,486.71,2577.59,1057.41,308.45,6,386223.39,70.91,98.68,81.02,Precious Metals,Landfill/Disposal,Q3,86.61,13.39,149.84
EW100141,2025-07-01,2025,7,Jul,Lucknow,Uttar Pradesh,Small Appliance,Municipal Collection,Formal,2626,2017.16,608.84,1904.55,721.45,102.03,5,277748.93,72.53,81.36,75.5,Mixed/Other,Repair & Reuse,Q3,76.81,23.19,145.83
EW100828,2025-07-01,2025,7,Jul,Lucknow,Uttar Pradesh,Mobile Phone,Producer Take-back,Formal,1516,1442.66,73.34,1131.94,384.06,172.43,2,171089.15,74.67,84.53,80.09,Glass,Dismantling,Q3,95.16,4.84,151.15
EW100476,2025-07-01,2025,7,Jul,Kolkata,West Bengal,Laptop,Informal Collector,Informal,3571,147.5,3423.5,1172.69,2398.31,410.45,17,105023.13,32.84,41.93,44.52,Non-ferrous Metals,Manual Sorting,Q3,4.13,95.87,89.56
EW100420,2025-08-01,2025,8,Aug,Guwahati,Assam,Air Conditioner,Municipal Collection,Formal,2555,2138.61,416.39,2352.43,202.57,228.42,3,127159.97,92.07,81.3,88.95,Ferrous Metals,Landfill/Disposal,Q3,83.7,16.3,54.05
EW100738,2025-08-01,2025,8,Aug,Guwahati,Assam,Laptop,Producer Take-back,Formal,3955,3760.28,194.72,2980.43,974.57,274.54,5,135666.97,75.36,91.16,94.8,Plastic,Refurbishment,Q3,95.08,4.92,45.52
EW100687,2025-08-01,2025,8,Aug,Delhi,Delhi,Small Appliance,Informal Collector,Informal,841,173.52,667.48,357.35,483.65,55.77,1,38766.09,42.49,10.06,41.45,Plastic,Repair & Reuse,Q3,20.63,79.37,108.48
EW100158,2025-08-01,2025,8,Aug,Ahmedabad,Gujarat,Small Appliance,Informal Collector,Informal,1529,359.69,1169.31,864.02,664.98,131.8,4,152960.83,56.51,10.8,52.63,Copper,Refurbishment,Q3,23.52,76.48,177.03
EW100995,2025-08-01,2025,8,Aug,Surat,Gujarat,Laptop,Producer Take-back,Formal,3278,2666.27,611.73,2840.72,437.28,278.69,3,254362.31,86.66,86.23,85.07,Aluminium,Dismantling,Q3,81.34,18.66,89.54
EW100112,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Tablet,Authorized Collection Center,Formal,3953,3526.17,426.83,3693.86,259.14,251.75,3,260052.59,93.44,94.94,95.75,Ferrous Metals,Repair & Reuse,Q3,89.2,10.8,70.4
EW100379,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Desktop/PC,Authorized Collection Center,Formal,4401,3956.9,444.1,3624.24,776.76,227.82,6,635411.35,82.35,90.79,88.55,Glass,Refurbishment,Q3,89.91,10.09,175.32
EW100468,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Laptop,Scrap Dealer,Informal,898,218.74,679.26,301.02,596.98,76.06,1,38604.26,33.52,35.5,46.32,Precious Metals,Manual Sorting,Q3,24.36,75.64,128.24
EW100594,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Television,Authorized Collection Center,Formal,2271,1665.0,606.0,2091.21,179.79,264.68,2,278290.99,92.08,77.21,92.51,Ferrous Metals,Refurbishment,Q3,73.32,26.68,133.08
EW100774,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Small Appliance,Municipal Collection,Formal,1759,1531.66,227.34,1365.38,393.62,55.67,1,197110.61,77.62,86.32,78.6,Aluminium,Landfill/Disposal,Q3,87.08,12.92,144.36
EW100978,2025-08-01,2025,8,Aug,Bengaluru,Karnataka,Laptop,Authorized Collection Center,Formal,1964,1570.53,393.47,1575.53,388.47,62.39,4,150568.49,80.22,87.61,77.75,Glass,Dismantling,Q3,79.97,20.03,95.57
EW100590,2025-08-01,2025,8,Aug,Mysuru,Karnataka,Printer,Informal Collector,Informal,3162,819.48,2342.52,860.26,2301.74,328.4,5,75909.18,27.21,26.69,26.66,Non-ferrous Metals,Landfill/Disposal,Q3,25.92,74.08,88.24
EW100116,2025-08-01,2025,8,Aug,Kochi,Kerala,Television,Authorized Collection Center,Formal,3418,2997.23,420.77,2918.07,499.93,293.11,5,262827.23,85.37,95.72,87.46,Aluminium,Repair & Reuse,Q3,87.69,12.31,90.07
EW100550,2025-08-01,2025,8,Aug,Kochi,Kerala,Monitor,Authorized Collection Center,Formal,4618,4379.46,238.54,3773.3,844.7,525.01,7,400404.68,81.71,77.87,94.26,Aluminium,Landfill/Disposal,Q3,94.83,5.17,106.12
EW100917,2025-08-01,2025,8,Aug,Kochi,Kerala,Television,Scrap Dealer,Informal,2515,543.65,1971.35,1215.35,1299.65,287.28,11,101158.24,48.32,8.39,62.49,Glass,Manual Sorting,Q3,21.62,78.38,83.23
EW101070,2025-08-01,2025,8,Aug,Kochi,Kerala,Printer,Authorized Collection Center,Formal,947,915.07,31.93,878.89,68.11,112.83,2,54743.27,92.81,80.09,83.17,Copper,Landfill/Disposal,Q3,96.63,3.37,62.29
EW100843,2025-08-01,2025,8,Aug,Bhopal,Madhya Pradesh,Small Appliance,Informal Collector,Informal,1969,72.1,1896.9,622.99,1346.01,112.4,6,91956.45,31.64,17.85,36.04,Plastic,Landfill/Disposal,Q3,3.66,96.34,147.61
EW101142,2025-08-01,2025,8,Aug,Bhopal,Madhya Pradesh,Television,Retailer,Formal,3142,2996.72,145.28,2727.31,414.69,102.49,2,299715.7,86.8,86.62,85.63,Ferrous Metals,Refurbishment,Q3,95.38,4.62,109.89
EW100380,2025-08-01,2025,8,Aug,Indore,Madhya Pradesh,Monitor,Scrap Dealer,Informal,3983,565.39,3417.61,2271.81,1711.19,184.07,7,370609.13,57.04,18.72,50.77,Aluminium,Dismantling,Q3,14.2,85.8,163.13
EW100452,2025-08-01,2025,8,Aug,Mumbai,Maharashtra,Laptop,Authorized Collection Center,Formal,2331,2152.09,178.91,1708.57,622.43,124.61,2,158756.18,73.3,85.05,87.35,Plastic,Manual Sorting,Q3,92.32,7.68,92.92
EW100713,2025-08-01,2025,8,Aug,Mumbai,Maharashtra,Tablet,Scrap Dealer,Informal,3594,715.95,2878.05,2248.56,1345.44,188.68,12,303540.69,62.56,32.17,31.35,Glass,Refurbishment,Q3,19.92,80.08,134.99
EW100008,2025-08-01,2025,8,Aug,Nashik,Maharashtra,Small Appliance,Producer Take-back,Formal,1758,1611.11,146.89,1300.02,457.98,64.92,2,75891.33,73.95,97.31,94.39,Ferrous Metals,Manual Sorting,Q3,91.64,8.36,58.38
EW100305,2025-08-01,2025,8,Aug,Nashik,Maharashtra,Laptop,Authorized Collection Center,Formal,1058,856.88,201.12,904.04,153.96,108.43,2,84103.95,85.45,93.8,81.38,Plastic,Dismantling,Q3,80.99,19.01,93.03
EW100315,2025-08-01,2025,8,Aug,Pune,Maharashtra,Television,Retailer,Formal,2443,2181.59,261.41,1979.28,463.72,215.08,2,192574.82,81.02,81.69,78.1,Copper,Repair & Reuse,Q3,89.3,10.7,97.3
EW100429,2025-08-01,2025,8,Aug,Pune,Maharashtra,Laptop,Retailer,Formal,2838,2263.21,574.79,2265.63,572.37,126.91,3,283340.78,79.83,82.24,96.59,Glass,Refurbishment,Q3,79.75,20.25,125.06
EW100765,2025-08-01,2025,8,Aug,Pune,Maharashtra,Mobile Phone,Retailer,Formal,3747,3256.21,490.79,3449.85,297.15,330.04,5,586131.98,92.07,93.84,79.8,Glass,Dismantling,Q3,86.9,13.1,169.9
EW100940,2025-08-01,2025,8,Aug,Pune,Maharashtra,Mobile Phone,Informal Collector,Informal,2166,518.86,1647.14,934.24,1231.76,206.59,3,86345.66,43.13,44.33,56.38,Copper,Dismantling,Q3,23.95,76.05,92.42
EW100635,2025-08-01,2025,8,Aug,Jaipur,Rajasthan,Laptop,Scrap Dealer,Informal,3458,536.85,2921.15,1648.95,1809.05,278.38,10,246745.0,47.69,10.34,33.98,Copper,Refurbishment,Q3,15.52,84.48,149.64
EW100690,2025-08-01,2025,8,Aug,Jaipur,Rajasthan,Television,Scrap Dealer,Informal,1412,154.18,1257.82,584.96,827.04,133.91,4,100506.66,41.43,6.68,42.64,Copper,Landfill/Disposal,Q3,10.92,89.08,171.82
EW101121,2025-08-01,2025,8,Aug,Jaipur,Rajasthan,Tablet,Informal Collector,Informal,628,18.38,609.62,392.04,235.96,51.97,1,22198.91,62.43,38.18,57.64,Plastic,Refurbishment,Q3,2.93,97.07,56.62
EW101155,2025-08-01,2025,8,Aug,Jaipur,Rajasthan,Desktop/PC,Informal Collector,Informal,4293,628.08,3664.92,1933.98,2359.02,221.2,15,191998.72,45.05,22.87,36.32,Plastic,Repair & Reuse,Q3,14.63,85.37,99.28
EW101184,2025-08-01,2025,8,Aug,Jaipur,Rajasthan,Laptop,Informal Collector,Informal,1848,138.0,1710.0,526.87,1321.13,81.34,7,73352.31,28.51,6.83,29.15,Glass,Landfill/Disposal,Q3,7.47,92.53,139.22
EW100166,2025-08-01,2025,8,Aug,Chennai,Tamil Nadu,Monitor,Informal Collector,Informal,654,95.61,558.39,195.53,458.47,62.3,1,35112.33,29.9,44.19,49.53,Mixed/Other,Material Recovery,Q3,14.62,85.38,179.58
EW100263,2025-08-01,2025,8,Aug,Lucknow,Uttar Pradesh,Laptop,Informal Collector,Informal,3126,693.86,2432.14,1808.89,1317.11,223.62,15,269655.92,57.87,35.95,53.65,Ferrous Metals,Repair & Reuse,Q3,22.2,77.8,149.07
EW100835,2025-08-01,2025,8,Aug,Lucknow,Uttar Pradesh,Desktop/PC,Authorized Collection Center,Formal,3329,2439.99,889.01,2491.94,837.06,119.35,4,388125.84,74.86,82.83,92.47,Mixed/Other,Dismantling,Q3,73.29,26.71,155.75
EW100236,2025-09-01,2025,9,Sep,Guwahati,Assam,Television,Informal Collector,Informal,1553,114.0,1439.0,625.2,927.8,183.85,6,88375.67,40.26,9.65,55.14,Mixed/Other,Landfill/Disposal,Q3,7.34,92.66,141.36
EW100363,2025-09-01,2025,9,Sep,Guwahati,Assam,Desktop/PC,Informal Collector,Informal,462,66.56,395.44,262.06,199.94,54.66,2,44657.46,56.72,21.09,41.1,Mixed/Other,Manual Sorting,Q3,14.41,85.59,170.41
